city,country,lat,lng
nevel,russia,56.0333,29.9167
markacho,india,24.3263,85.8346
comox,canada,49.6733,-124.9022
odlābāri,india,26.8364,88.6294
chikhli kalān,india,22.2152,78.743
purísima de la concepción,colombia,9.2333,-75.7333
karabanovo,russia,56.3167,38.7
plérin,france,48.5344,-2.7708
montelupo fiorentino,italy,43.7333,11.0167
sinmpérékou,benin,11.2333,2.4167
las guáranas,dominican republic,19.2,-70.22
kottavalasa,india,17.9,83.2
amay,belgium,50.5478,5.3192
highland springs,united states,37.5516,-77.3285
surajpura,india,25.2576,86.2283
maglie,italy,40.1167,18.1333
sierra vista southeast,united states,31.4525,-110.216
ampohibe,madagascar,-15.0333,50.3
ankadinandriana,madagascar,-19.0667,47.6667
nova timboteua,brazil,-1.2058,-47.3858
kalasa,india,13.234,75.3553
montabaur,germany,50.4375,7.8258
cândido de abreu,brazil,-24.5669,-51.3328
baiersbronn,germany,48.5058,8.3711
cassano delle murge,italy,40.8833,16.7667
murgod,india,15.78,75.12
sylvan lake,canada,52.3083,-114.0964
gundlapelle,india,16.4102,79.8813
schwabmünchen,germany,48.1789,10.755
sozopol,bulgaria,42.4167,27.7
cocorná,colombia,6.0569,-75.1853
ostwald,france,48.5511,7.7136
alginet,spain,39.2625,-0.4683
hemsworth,united kingdom,53.61,-1.35
ivanić-grad,croatia,45.7081,16.3947
sanjiang nongchang,china,19.8798,110.6011
gryazovets,russia,58.8833,40.25
sumbal,india,34.2307,74.6472
morpeth,united kingdom,55.1675,-1.6908
hirono,japan,40.4085,141.7187
alindao,central african republic,5.0333,21.2167
bayeux,france,49.2786,-0.7039
andorinha,brazil,-10.345,-39.8328
muthallath al azraq,jordan,31.8342,36.815
tabuse,japan,33.9547,132.0414
tornesch,germany,53.7,9.7167
buritirama,brazil,-5.5928,-47.0178
presidente dutra,brazil,-11.2958,-41.9869
ramsey,united states,41.0595,-74.1454
tepetzintla,mexico,21.1452,-97.8558
oldsmar,united states,28.0506,-82.6698
obanazawa,japan,38.6,140.4
herselt,belgium,51.05,4.8833
castel san giorgio,italy,40.7833,14.7
bradley gardens,united states,40.5711,-74.6678
kelamangalam,india,12.6031,77.8519
roncade,italy,45.6246,12.3766
lampa,peru,-15.3636,-70.3656
saint joseph,trinidad and tobago,10.6556,-61.4167
schiffdorf,germany,53.5355,8.6622
burbage,united kingdom,52.5277,-1.3483
garuva,brazil,-26.0269,-48.855
nāgireddipalli,india,14.2701,79.1013
villa san giovanni,italy,38.2167,15.6333
gantt,united states,34.7837,-82.4027
shimubi,china,19.1645,110.3043
washington,united states,39.7494,-77.5579
mānjri,india,16.42,74.58
briniamaro,benin,10.7411,2.0731
glen allen,united states,37.666,-77.4838
morwell,australia,-38.2333,146.4
aït yaïch,algeria,36.5811,4.3303
piano di sorrento,italy,40.6333,14.4111
krasnogvardeyskoye,russia,45.85,41.5167
ambérieu-en-bugey,france,45.9581,5.3578
ferndale,united states,48.8526,-122.5894
sirmaur,india,24.8365,81.3645
berettyóújfalu,hungary,47.2167,21.55
onklou,benin,9.5,1.9833
brunswick,united states,31.1449,-81.4746
hooksett,united states,43.0709,-71.4365
kārkūdalpatti,india,11.5002,78.3521
harhorin,mongolia,47.1972,102.8239
kushimoto,japan,33.4667,135.7833
riofrío,colombia,4.1561,-76.2878
cabarete,dominican republic,19.7511,-70.4083
béré,chad,9.3156,16.1597
nishinoomote,japan,30.7322,130.9967
tiltil,chile,-33.0817,-70.9278
alexander city,united states,32.9229,-85.9358
muri,switzerland,46.9333,7.4833
rokycany,czechia,49.7428,13.5946
much,germany,50.9167,7.4
essau,the gambia,13.4833,-16.5333
sanderstead,united kingdom,51.3358,-0.0818
polāia kalān,india,23.2119,76.5529
tsivilsk,russia,55.8667,47.4833
ekenäs,finland,59.975,23.4333
muy muy,nicaragua,12.7625,-85.6289
bo’ness,united kingdom,56.0168,-3.6089
neqāb,iran,36.7081,57.4214
narragansett,united states,41.4291,-71.4668
maqat,kazakhstan,47.65,53.3167
danilov,russia,58.1833,40.1667
san ramón,peru,-11.1247,-75.3569
pilar,argentina,-31.6833,-63.9
sukhinichi,russia,54.1,35.35
vargem da roça,brazil,-11.6069,-40.1369
roncq,france,50.7536,3.1203
monteroni di lecce,italy,40.3333,18.1
piraziz,turkey,40.9333,38.1333
badhoevedorp,netherlands,52.3333,4.7833
çiçekdağı,turkey,39.6069,34.4086
törökbálint,hungary,47.4367,18.9122
teignmouth,united kingdom,50.5515,-3.4886
trinitapoli,italy,41.35,16.1
tumbippādi,india,11.808,78.0783
wildwood,united states,28.7752,-82.0075
nampicuan,philippines,15.7342,120.6356
oulad driss,morocco,31.9536,-8.2053
penuganchiprolu,india,16.9167,80.25
larena,philippines,9.249,123.591
orbetello,italy,42.4394,11.2125
lope de vega,philippines,12.2983,124.6238
hanover,united states,42.1224,-70.8566
maravilla tenejapa,mexico,16.2167,-91.25
soledade,brazil,-7.0569,-36.3628
ząbkowice śląskie,poland,50.5833,16.8167
pandhāna,india,21.6982,76.2249
wilsdruff,germany,51.0522,13.5383
xincun,china,27.6739,103.8739
río negro,chile,-40.7833,-73.2
hedehusene,denmark,55.6547,12.1953
água clara,brazil,-20.45,-52.8667
androrangavola,madagascar,-21.5,47.7167
greendale,united states,42.9371,-88.0018
pānsemāl,india,21.6598,74.6994
măgurele,romania,44.3494,26.0297
angical,brazil,-12.0069,-44.6939
uch-korgon,kyrgyzstan,40.23,72.06
karpi,india,25.1612,84.7299
barhauna,india,25.6043,85.7288
uzun,uzbekistan,38.3667,68.0056
arzgir,russia,45.3694,44.2281
wymondham,united kingdom,52.57,1.116
deming,united states,32.2631,-107.7525
fort payne,united states,34.4559,-85.6965
suwāsra,india,24.0698,75.6523
negreşti-oaş,romania,47.8694,23.4242
ashiya,japan,33.8938,130.6639
haacht,belgium,50.9767,4.6372
chandauli,india,25.8972,85.7161
askim,norway,59.5861,11.17
solim,india,15.62,73.767
cowes,united kingdom,50.7595,-1.3002
newtown,united states,39.992,-75.4106
villa alegre,chile,-35.6667,-71.75
sikat,india,25.5186,87.4423
chifubu,zambia,-12.9333,28.6167
eraurā,india,24.613,84.4555
bhānukumāri,india,26.3395,89.7697
kottacheruvu,india,14.1886,77.7658
wschowa,poland,51.8,16.3167
lingāl,india,16.2833,78.5167
ochakiv,ukraine,46.6186,31.5392
dohta,india,26.2864,88.2564
zemamra,morocco,32.6215,-8.7023
barhi,india,23.9033,80.8152
travagliato,italy,45.524,10.0797
vail,united states,32.0217,-110.6937
villasanta,italy,45.6053,9.3033
kerepestarcsa,hungary,47.5478,19.2634
ālangudi,india,10.3604,78.9779
massaranduba,brazil,-26.6108,-49.0078
gulf shores,united states,30.2764,-87.7017
ottweiler,germany,49.3667,7.1667
ladson,united states,33.0093,-80.1078
white oak,united states,39.0451,-76.9885
suō-ōshima,japan,33.9276,132.1952
troon,united kingdom,55.54,-4.66
chelsea,united states,33.3262,-86.63
owosso,united states,42.9955,-84.176
ngoulemakong,cameroon,3.0833,11.4333
bombinhas,brazil,-27.1378,-48.5169
guilford,united states,39.8811,-77.6012
carmen de areco,argentina,-34.3858,-59.8294
lubbeek,belgium,50.8817,4.8414
antioch,united states,42.4742,-88.0721
mittweida,germany,50.9856,12.9811
rehlingen-siersburg,germany,49.3686,6.6786
fraser,united states,42.5388,-82.9496
candiba,brazil,-14.4108,-42.8669
shintō,japan,36.4384,138.9671
ardestān,iran,33.3761,52.3694
mosina,poland,52.2467,16.845
versoix,switzerland,46.2833,6.1667
berck-sur-mer,france,50.4083,1.5928
ranomafana,madagascar,-18.9583,48.8417
barka parbatta,india,25.3396,87.0576
hulyaypole,ukraine,47.6644,36.2632
pataili,india,25.7872,85.8316
lauda-königshofen,germany,49.5686,9.7039
hammonton,united states,39.6572,-74.7678
zhutang,taiwan,23.8528,120.4114
claxton bay,trinidad and tobago,10.3405,-61.4555
paniem,india,15.5167,78.35
korangal,india,17.107,77.627
great falls,united states,39.011,-77.3013
mmopone,botswana,-24.5669,25.8733
isny im allgäu,germany,47.6919,10.0394
zontecomatlán de lópez y fuentes,mexico,20.7667,-98.3333
port lincoln,australia,-34.7322,135.8586
baie du tombeau,mauritius,-20.1138,57.5066
sisa,peru,-6.6142,-76.6936
mahatsinjo,madagascar,-17.7333,47.0333
esquipulas palo gordo,guatemala,14.9333,-91.8167
gland,switzerland,46.42,6.27
ożarów mazowiecki,poland,52.2167,20.8
ban du,thailand,19.9691,99.8589
quinapundan,philippines,11.1578,125.5208
mangamila,madagascar,-18.5667,47.8583
cafelândia,brazil,-24.6178,-53.32
waunakee,united states,43.1829,-89.4447
mascali,italy,37.75,15.2
bollullos par del condado,spain,37.3358,-6.5364
condoto,colombia,5.1,-76.65
udaipur bithwār,india,26.2872,86.1578
chikitigarh,india,19.2023,84.6145
monroe,united states,33.799,-83.7161
fruitville,united states,27.3328,-82.4616
ilampillai,india,11.6066,78.0068
canyon,united states,34.9911,-101.919
bischofsheim,germany,49.989,8.355
el paisnal,el salvador,13.9667,-89.2167
latiano,italy,40.5333,17.7167
dennis,united states,41.7064,-70.1644
sepīdān,iran,30.2625,51.9833
bartabwa,kenya,0.83,35.8
gouré,niger,13.9874,10.27
bahçesaray,turkey,38.1286,42.8075
boston,philippines,7.8697,126.3761
kulharia,india,25.3382,86.7612
bicas,brazil,-21.725,-43.0589
guajiquiro,honduras,14.1,-87.8333
chandhaus,india,25.2977,84.8595
cicciano,italy,40.9667,14.5333
lopik,netherlands,51.9667,4.95
barja,lebanon,33.6497,35.4433
bijaipur,india,26.0556,77.3697
harsefeld,germany,53.45,9.5
maria,philippines,9.196,123.655
forster,australia,-32.1806,152.5117
palmview,united states,26.2318,-98.3823
astravyets,belarus,54.6136,25.9553
brad,romania,46.1294,22.79
lakhsetipet,india,18.8873,79.2069
pineville,united states,31.3414,-92.4096
dornakal,india,17.4447,80.1492
ichikawamisato,japan,35.5652,138.5024
neustadt an der donau,germany,48.8,11.7667
münsingen,germany,48.4128,9.4953
arugollu,india,16.8253,81.5775
kuurne,belgium,50.8519,3.2861
słupca,poland,52.3,17.8667
kātrāvulapalle,india,17.1277,82.0831
ban kaeng,thailand,16.4119,102.0402
sailāna,india,23.4622,74.9232
cómbita,colombia,5.75,-73.25
davidson,united states,35.484,-80.8247
san sebastián,el salvador,13.7333,-88.8333
sukhāsan,india,25.9644,86.7732
jurema,brazil,-8.7178,-36.1358
kalývia thorikoú,greece,37.8333,23.9167
aleksandrovka,kyrgyzstan,42.8528,74.2194
anapoima,colombia,4.5503,-74.5361
ayt ’attou ou l’arbi,morocco,31.5456,-8.2967
radomyshl,ukraine,50.4947,29.2333
rahika,india,26.3803,86.0204
salīmpur,india,25.248,86.2347
plewiska,poland,52.3664,16.8089
alzano lombardo,italy,45.7317,9.7286
eberbach,germany,49.4667,8.9833
markdorf,germany,47.7208,9.3917
melmangalam,india,10.1,77.5833
tavares,brazil,-7.6358,-37.8778
lapua,finland,62.97,23.0083
salem lakes,united states,42.5366,-88.1306
copalchí,costa rica,9.8473,-84.0834
klášterec nad ohří,czechia,50.3846,13.1714
tonya,turkey,40.8856,39.2922
kiri,congo (kinshasa),-1.4955,18.9277
barjora,india,23.4333,87.2833
mohania,india,25.1692,83.6192
náfplio,greece,37.5667,22.8
rønne,denmark,55.0986,14.7014
sainte-maxime,france,43.3089,6.6378
havre de grace,united states,39.548,-76.1146
vedasandūr,india,10.531,77.9502
godella,spain,39.52,-0.4114
urbino,italy,43.7252,12.6372
moultrie,united states,31.1591,-83.7708
sokone,senegal,13.8833,-16.3667
noya,spain,42.7833,-8.8833
baoshan,taiwan,24.7428,120.9991
hershey,united states,40.2806,-76.6458
cruzília,brazil,-21.8389,-44.8078
jaitpur,india,25.9132,84.573
priverno,italy,41.4667,13.1833
candeias,brazil,-20.7669,-45.2758
bo,vietnam,20.6736,105.5311
langwedel,germany,52.9999,9.1732
mount vernon,united states,38.314,-88.9174
zhabinka,belarus,52.2006,24.0233
gua,india,22.2136,85.3877
olsberg,germany,51.35,8.4833
san francisco,honduras,15.6667,-87.0333
majia,china,35.4599,103.2076
dargahān,iran,26.9636,56.0622
villa yapacaní,bolivia,-17.4028,-63.885
satwās,india,22.5363,76.6845
cadaval,portugal,39.2333,-9.1
washington,united states,38.5515,-91.0154
oschatz,germany,51.3003,13.1072
pualas,philippines,7.8167,124.0667
grünstadt,germany,49.5692,8.1681
ayomi,benin,6.7833,1.7167
río branco,uruguay,-32.5972,-53.3833
ungutūru,india,16.823,81.4238
tapejara,brazil,-23.7328,-52.8728
boninal,brazil,-12.7019,-41.8278
morris,united states,41.3749,-88.4304
wilbraham,united states,42.127,-72.4308
yanhewan,china,36.7523,109.3677
sumbha,india,25.5789,86.3608
darłowo,poland,54.4208,16.4097
marofinaritra,madagascar,-15.0333,50.1167
ōki,japan,33.2104,130.4398
anderson creek,united states,35.2657,-78.958
rendon,united states,32.5789,-97.2349
kottaiyūr,india,10.1096,78.7956
boa nova,brazil,-14.3628,-40.2078
weigelstown,united states,39.9852,-76.8306
qazyqurt,kazakhstan,41.7598,69.388
ústí nad orlicí,czechia,49.9739,16.3937
apuiarés,brazil,-3.9489,-39.4319
ludvika,sweden,60.1333,15.1833
boula’wane,morocco,32.8607,-8.053
ganguvārpatti,india,10.1694,77.6973
qobustan,azerbaijan,40.0842,49.4158
chelsfield,united kingdom,51.3582,0.1278
hasami,japan,33.1379,129.8955
santa branca,brazil,-23.3969,-45.8839
mūrak,syria,35.3753,36.6872
bakun,philippines,16.7925,120.6614
tostado,argentina,-29.2333,-61.7667
domkonda,india,18.2536,78.4378
kārempūdi,india,16.4333,79.7167
breza,bosnia and herzegovina,44.0167,18.2611
killarney,ireland,52.0588,-9.5072
raghunāthpur,india,25.5615,84.305
kambainellūr,india,12.2071,78.3187
chippewa falls,united states,44.9358,-91.3902
mocha,yemen,13.3203,43.25
paina,india,25.5406,86.9939
hatten,germany,53.0083,8.3167
chaugāin,india,25.4801,84.2328
eggertsville,united states,42.9665,-78.8065
paraíso,dominican republic,18.0,-71.1667
douarnenez,france,48.0922,-4.3303
miho,japan,36.0045,140.3019
tlayacapan,mexico,18.9556,-98.9811
perdūr,india,13.3844,74.9029
stanytsia luhanska,ukraine,48.6449,39.4958
boa esperança do sul,brazil,-21.9925,-48.3908
leno,italy,45.3703,10.2167
east milton,united states,30.6175,-86.9636
west freehold,united states,40.2324,-74.2943
dumas,united states,35.8613,-101.9642
ouled sidi brahim,algeria,36.3667,3.7167
mount barker,australia,-35.0667,138.85
bezou,morocco,32.0833,-7.05
ollioules,france,43.1394,5.8469
hanover,united states,40.8197,-74.4287
bagulin,philippines,16.6079,120.4378
iakora,madagascar,-23.1,46.65
tijucas do sul,brazil,-25.9278,-49.1989
pucioasa,romania,45.0742,25.4342
altınekin,turkey,38.3078,32.8686
goonellabah,australia,-28.8167,153.3167
red bluff,united states,40.1735,-122.2413
ghaura,india,24.5059,79.0781
tepecoyo,el salvador,13.7003,-89.4678
sur singh,india,31.3992,74.716
haaren,netherlands,51.6,5.2333
sison,philippines,9.6592,125.5272
tālbahat,india,25.042,78.433
benaulim,india,15.27,73.9346
tolland,united states,41.8786,-72.3648
tsimlyansk,russia,47.6167,42.1
keāl,india,25.1218,84.6324
amarāvati,india,16.573,80.358
löbau,germany,51.0944,14.6667
corinth,united states,34.9474,-88.5143
ust’-ordynskiy,russia,52.8056,104.7622
poço das trincheiras,brazil,-9.3128,-37.2858
çobanlar,turkey,38.7014,30.7828
belpukur,india,21.9851,88.2125
kearsley,united kingdom,53.53,-2.37
asagiri,japan,32.2403,130.8979
barra do mendes,brazil,-11.81,-42.0589
kurikuppi,india,15.07,76.55
água boa,brazil,-17.9958,-42.3889
minignan,côte d'ivoire,10.0,-7.8333
general macarthur,philippines,11.2486,125.54
tiruppanandāl,india,11.0919,79.4538
paulino neves,brazil,-2.7189,-42.5328
plumtree,zimbabwe,-20.4781,27.7972
ankaramena,madagascar,-25.0167,46.75
guiratinga,brazil,-16.3489,-53.7578
jericho,united states,40.7875,-73.5416
mbuyapey,paraguay,-26.2,-56.75
san martín de loba,colombia,8.8333,-73.9167
farap,turkmenistan,39.1667,63.6
bad camberg,germany,50.3,8.2667
robbinsdale,united states,45.0261,-93.3332
bayt jālā,west bank,31.715,35.1872
abensberg,germany,48.8,11.85
greenwood,united states,33.5126,-90.1993
morroa,colombia,9.3333,-75.3167
iflissen,algeria,36.8636,4.2203
sopetrán,colombia,6.5017,-75.7433
bāzidpur,india,26.1536,86.1511
vatra dornei,romania,47.3461,25.3594
pinhalzinho,brazil,-22.78,-46.57
cefalù,italy,38.0333,14.0167
barroquinha,brazil,-3.0189,-41.1369
middlesex,united states,40.5744,-74.5011
undrājavaram,india,16.7866,81.6997
wörgl,austria,47.4831,12.0664
scottsbluff,united states,41.8684,-103.6616
murra,nicaragua,13.7592,-86.0172
oleggio,italy,45.6,8.6333
eching,germany,48.3,11.6167
alausí,ecuador,-2.19,-78.85
uibaí,brazil,-11.3369,-42.1328
alterosa,brazil,-21.219,-46.1869
lotte,germany,52.2764,7.9167
malvik,norway,63.3728,10.7508
orikhiv,ukraine,47.5677,35.7849
la carlota,spain,37.6667,-4.9333
araceli,philippines,10.5529,119.9904
ceres,argentina,-29.8667,-61.95
hutchinson,united states,44.8855,-94.3768
painan,indonesia,-1.3511,100.5756
abony,hungary,47.1894,20.0097
retirolândia,brazil,-11.495,-39.4258
squinzano,italy,40.4333,18.05
al mu‘aḑḑamīyah,syria,33.7421,36.6435
bela simri,india,25.5295,86.3079
annāram,india,16.784,79.302
san carlos,colombia,6.1897,-74.9969
tostedt,germany,53.2833,9.7167
short hills,united states,40.7389,-74.3278
hudson,united states,44.9639,-92.7312
west lincoln,canada,43.0667,-79.5667
belvedere park,united states,33.7489,-84.2599
khagra,india,25.3511,87.0624
shamalgan,kazakhstan,43.3775,76.62
liedekerke,belgium,50.8667,4.0833
bongaree,australia,-27.0813,153.1636
ban don kaeo,thailand,18.8567,98.9689
artondale,united states,47.3021,-122.6406
pé de serra,brazil,-11.8339,-39.6128
krasnyy kut,russia,50.95,46.9667
manoel vitorino,brazil,-14.145,-40.2428
denzlingen,germany,48.0683,7.8825
serinhisar,turkey,37.5807,29.2698
schwaz,austria,47.35,11.7
immenstadt im allgäu,germany,47.5667,10.2167
wangjiaxian,china,36.5443,104.1496
maisach,germany,48.2167,11.2667
schneeberg,germany,50.5942,12.6456
bokod,philippines,16.4914,120.83
villa vásquez,dominican republic,19.74,-71.45
fiesole,italy,43.8072,11.2919
locorotondo,italy,40.7558,17.3264
hickory hills,united states,41.7248,-87.828
bensville,united states,38.6176,-77.0077
torrijos,spain,39.9833,-4.2814
santa maría,chile,-32.7469,-70.6597
lockhart,united states,29.8785,-97.6831
doddipatla,india,16.5167,81.8436
belazao,madagascar,-19.8833,46.9667
verona,united states,40.8323,-74.2431
sidi azzouz,morocco,31.7667,-7.6667
cliftonville,united kingdom,51.3881,1.4046
rovinj,croatia,45.0833,13.6333
barranco de loba,colombia,8.95,-74.1167
vellodu,india,10.3048,77.9552
ourtzagh,morocco,34.55,-4.9333
pomorie,bulgaria,42.5683,27.6167
vembārpatti,india,10.25,78.1167
mizil,romania,45.0,26.4406
gernsbach,germany,48.7633,8.3342
colesville,united states,39.073,-77.001
zemrane,morocco,31.5339,-8.2672
argentan,france,48.7444,-0.0203
daulatnagar,india,25.3216,87.8443
vadasseri,india,8.1937,77.4343
tagalft,morocco,32.2389,-6.1238
reidsville,united states,36.3376,-79.6725
ulchin,south korea,37.0013,129.3449
matane,canada,48.85,-67.5333
lāla,india,24.5542,92.6159
ponnampatti,india,10.3668,78.3955
riedisheim,france,47.7483,7.3669
ömerli,turkey,37.4025,40.9561
graça,brazil,-4.0458,-40.7528
holzgerlingen,germany,48.6392,9.0108
mantaly,madagascar,-13.1667,48.9667
bålsta,sweden,59.5833,17.5
geldagana,russia,43.2162,46.0381
pueblo rico,colombia,5.25,-76.1667
dahāria,india,26.1807,87.0043
luino,italy,46.0,8.75
peddavadlapūdi,india,16.4098,80.6114
lindenhurst,united states,42.4175,-88.0257
el rodeo,guatemala,14.3906,-90.8314
alagoinha,brazil,-6.95,-35.545
wingene,belgium,51.05,3.2667
brooks,canada,50.5642,-111.8989
middlewich,united kingdom,53.192,-2.443
vempalle,india,13.5382,78.4604
sai buri,thailand,6.7012,101.6181
yedapalli,india,18.6789,77.9505
brazópolis,brazil,-22.4739,-45.6078
taggia,italy,43.8439,7.8509
amantea,italy,39.1333,16.0667
nattappettai,india,12.8187,79.7493
kihoku,japan,34.2114,136.3372
mannūr,india,17.2994,76.0984
tianguistengo,mexico,20.7278,-98.6289
hlučín,czechia,49.8967,18.1931
caselle torinese,italy,45.1775,7.6464
yamada,japan,39.4677,141.9489
sassenberg,germany,51.9897,8.0408
lagoa,portugal,37.75,-25.5833
belmont,united states,35.2212,-81.0401
auria,india,24.8563,87.0112
temsamane,morocco,35.1167,-3.6333
muqui,brazil,-20.9519,-41.3458
washington court house,united states,39.5381,-83.4281
cojedes,venezuela,9.6167,-68.9167
tokoroa,new zealand,-38.2167,175.8667
tounfit,morocco,32.4667,-5.2333
ihaddadene,morocco,31.2,-9.65
adams,united states,40.7092,-80.0118
bāri,india,25.8769,86.1918
san antonio,colombia,3.9167,-75.5
polyarnyye zori,russia,67.3667,32.5
salempur,india,26.4588,84.6517
natchez,united states,31.5437,-91.3867
ascensión,bolivia,-15.6996,-63.08
sariosiyo,uzbekistan,38.4133,67.9572
tururu,brazil,-3.5808,-39.4369
pine,united states,40.6437,-80.0315
palmer ranch,united states,27.2286,-82.4672
lohiyār ujain,india,26.6284,84.7452
zaouiat moulay bouchta el khammar,morocco,34.4833,-5.1167
lilburn,united states,33.8897,-84.1364
anantarāzupeta,india,14.0014,79.3319
marostica,italy,45.7456,11.6553
igrapiúna,brazil,-13.8258,-39.1419
sanpozhen,china,39.6683,115.4426
kinogitan,philippines,8.9855,124.7937
new paltz,united states,41.7577,-74.0883
sainte-anne-des-plaines,canada,45.7617,-73.8204
kukdeshwar,india,24.4828,75.2675
santa maria do suaçuí,brazil,-18.19,-42.4139
balangiga,philippines,11.1097,125.3875
itinga,brazil,-16.6128,-41.765
sunset,united states,25.706,-80.353
san andrés timilpan,mexico,19.8667,-99.7333
tezu,india,27.9167,96.1667
beasain,spain,43.0458,-2.1894
sīdī barānī,egypt,31.6108,25.9256
besārh,india,25.9537,87.0491
fisciano,italy,40.7667,14.8
grafing bei münchen,germany,48.05,11.9667
alsager,united kingdom,53.0961,-2.3048
sitalpur,india,26.405,85.007
cotegipe,brazil,-12.0278,-44.2578
peumo,chile,-34.3961,-71.1694
wulong,china,23.3202,112.1901
niederzier,germany,50.8831,6.4667
vemulapūdi,india,17.6087,82.6138
taglio,italy,45.0167,12.2167
modakkurichchi,india,11.2329,77.7794
chudovo,russia,59.1167,31.6667
angermünde,germany,53.0333,14.0
groveton,united states,38.7605,-77.098
pazar,turkey,40.262,36.313
ayni,tajikistan,38.6667,68.8167
ban nong kula,thailand,16.65,99.95
det udom,thailand,14.906,105.0784
kodigenahalli,india,13.8608,77.4792
üzümlü,turkey,39.71,39.7017
saldaña,colombia,3.9347,-75.0203
ozark,united states,31.4508,-85.6473
mānikpur,india,25.1339,86.6777
hopatcong,united states,40.9541,-74.6593
san cristóbal,argentina,-30.3167,-61.2333
moorestown-lenola,united states,39.9659,-74.9643
tibri,india,31.9854,75.4316
east bridgewater,united states,42.0352,-70.9424
kannivādi,india,10.3794,77.8303
hettstedt,germany,51.6333,11.5
koundara,guinea,12.48,-13.296
dom feliciano,brazil,-30.7039,-52.1078
sankt leon-rot,germany,49.2653,8.5986
yanshuiguan,china,36.8252,110.2345
royal kunia,united states,21.4053,-158.0318
lockhart,united states,28.627,-81.4354
tafrant,morocco,34.625,-5.1242
langerwehe,germany,50.8167,6.3497
valday,russia,57.9667,33.25
pak thong chai,thailand,14.7167,102.0167
tamār,india,23.0488,85.649
vöhringen,germany,48.2833,10.0833
nether providence,united states,39.8971,-75.3697
gangaikondān,india,11.5389,79.4765
doctor juan eulogio estigarribia,paraguay,-25.37,-55.7
feldkirchen,austria,46.7236,14.0919
kartuzy,poland,54.3333,18.2
emerald,australia,-23.5208,148.1619
zolote,ukraine,48.6833,38.5167
abhwar,india,26.174,86.6324
nacozari viejo,mexico,30.4833,-109.4667
o‘nhayot,uzbekistan,41.0103,71.7614
lake arbor,united states,38.9105,-76.8304
black forest,united states,39.0608,-104.6752
itakura,japan,36.2259,139.6019
furukawamen,japan,33.2384,129.6504
matiçan,kosovo,42.6449,21.1918
jacaraú,brazil,-6.6119,-35.2928
rheinfelden,switzerland,47.55,7.8
rozenburg,netherlands,51.9058,4.2486
ciénega de flores,mexico,25.95,-100.1833
abadla,algeria,31.0167,-2.7333
quakenbrück,germany,52.6772,7.9575
jasper,united states,33.8508,-87.271
whitewater,united states,42.8372,-88.7341
værløse,denmark,55.7819,12.3731
neuri,india,26.0076,86.1841
nawāda gobindganj,india,26.4868,84.6561
barkuhi,india,22.1901,78.7047
lakinsk,russia,56.0333,39.9667
artena,italy,41.7333,12.9167
west nipissing / nipissing ouest,canada,46.3667,-79.9167
sidmouth,united kingdom,50.68,-3.239
assenede,belgium,51.2333,3.75
manoharpur,india,22.3746,85.1923
uslar,germany,51.6597,9.6358
montfoort,netherlands,52.05,4.95
corat,azerbaijan,40.5725,49.7064
mathurāpur,india,24.9073,85.9836
cervignano del friuli,italy,45.8231,13.335
north mankato,united states,44.181,-94.0391
tsukawaki,japan,33.2832,131.1515
mapanas,philippines,12.475,125.254
duvva,india,16.7792,81.6242
yakhroma,russia,56.2833,37.4667
romitan shahri,uzbekistan,39.9333,64.3833
bog walk,jamaica,18.102,-77.0054
buda,united states,30.0758,-97.8487
marhamat,uzbekistan,40.5,72.3333
bhīmadolu,india,16.8144,81.2617
caln,united states,40.0014,-75.7619
estremoz,portugal,38.85,-7.5833
sadovoye,ukraine,46.1269,30.385
ban mueang nga,thailand,18.5997,99.0181
tergnier,france,49.6558,3.2872
ishikawa,japan,37.1571,140.4468
doranahalli,india,16.7324,76.9162
nyasvizh,belarus,53.2167,26.6667
kot īsa khān,india,31.1351,75.0231
eski īkan,kazakhstan,43.1833,68.5333
dharampur bānde,india,25.6609,85.5742
lengede,germany,52.2049,10.3078
medvezhyegorsk,russia,62.9,34.4667
sumbas,turkey,37.4431,36.0322
ambohimanga atsimo,madagascar,-20.8667,47.6
tenerife,colombia,9.8989,-74.8589
el barrio de la soledad,mexico,16.8,-95.1167
beekman,united states,41.6042,-73.6944
san rafael petzal,guatemala,15.4167,-91.6667
coronel bogado,paraguay,-27.17,-56.25
oud-turnhout,belgium,51.3167,4.9833
phulwaria,india,25.9395,85.0035
boha,india,29.8348,75.5237
bua yai,thailand,15.5858,102.4337
zapolyarnyy,russia,69.4167,30.8
juan l. lacaze,uruguay,-34.4311,-57.4483
ūttukkottai,india,13.3354,79.898
bideipur,india,21.0147,86.8195
midlothian,united states,41.6254,-87.7243
algarrobo,colombia,10.1,-74.2667
raydah,yemen,15.8233,44.0386
mirandiba,brazil,-8.1189,-38.7278
khiria,india,25.6047,87.4578
rājnagar,india,23.95,87.32
simri,india,25.7523,86.6074
sibundoy,colombia,1.2033,-76.9192
ortahisar,turkey,38.6208,34.8647
tāmaraikkulam,india,10.1085,77.5553
gonzalez,united states,30.5822,-87.2906
gesuba,ethiopia,6.7242,37.5567
vikravāndi,india,12.0369,79.546
novohrodivka,ukraine,48.2,37.3394
viera west,united states,28.2467,-80.7387
daean,south korea,35.4038,129.2788
byāhatti,india,15.4468,75.2054
rezzato,italy,45.515,10.3175
thame,united kingdom,51.75,-0.97
takerbouzt,algeria,36.418,4.3428
